3, Female, Maharashtra, 6635177378, 161.86 cm, 68.09 kg
24, Male, Nagaland, 7226421247, 163.21 cm, 73.53 kg
57, Female, Uttar Pradesh, 6278373845, 173.86 cm, 68.45 kg
73, Male, Haryana, 7441156225, 153.23 cm, 65.88 kg
80, Female, Manipur, 9168533461, 141.29 cm, 76.01 kg
38, Male, Sikkim, 6426874112, 151.16 cm, 59.87 kg
77, Male, Rajasthan, 9562688432, 174.88 cm, 67.65 kg
72, Male, Goa, 8723654868, 172.93 cm, 70.99 kg
93, Male, Kerala, 8668425125, 158.45 cm, 74.62 kg
84, Male, Kerala, 8658447571, 151.87 cm, 63.69 kg
81, Male, Tamil Nadu, 6346268776, 187.74 cm, 61.42 kg
67, Male, Mizoram, 7714668167, 163.8 cm, 65.24 kg
34, Female, Kerala, 6638312222, 150.76 cm, 70.22 kg
78, Male, Karnataka, 7637825737, 171.11 cm, 76.58 kg
56, Male, Nagaland, 6138711257, 159.55 cm, 66.96 kg
55, Female, Rajasthan, 6323736644, 166.18 cm, 62.34 kg
13, Male, Jharkhand, 9251523237, 164.02 cm, 67.42 kg
96, Male, Meghalaya, 9735326311, 162.7 cm, 67.7 kg
37, Female, Bihar, 9583553518, 157.38 cm, 57.93 kg
9, Female, Nagaland, 9137188272, 163.47 cm, 72.88 kg
98, Male, Goa, 6257617482, 170.03 cm, 69.65 kg
1, Female, Mizoram, 8262377664, 152.75 cm, 70.33 kg
17, Male, Maharashtra, 6461134363, 177.0 cm, 73.32 kg
81, Female, Punjab, 7547238728, 163.71 cm, 80.87 kg
75, Male, Karnataka, 8786244315, 153.3 cm, 65.47 kg
59, Female, Tamil Nadu, 8613354815, 170.68 cm, 66.91 kg
79, Male, Karnataka, 7746855817, 167.96 cm, 65.6 kg
56, Male, Tripura, 6258782518, 156.39 cm, 76.77 kg
40, Male, Punjab, 7641344717, 150.58 cm, 68.18 kg
41, Female, Madhya Pradesh, 7376713327, 163.92 cm, 62.78 kg
18, Male, Arunachal Pradesh, 9181772678, 148.64 cm, 68.17 kg
24, Female, Kerala, 8513776132, 154.7 cm, 61.61 kg
67, Female, Mizoram, 7481124342, 162.08 cm, 69.45 kg
50, Female, Kerala, 7335858527, 162.18 cm, 69.25 kg
28, Female, Meghalaya, 7385832475, 154.56 cm, 66.63 kg
5, Male, Rajasthan, 8142765437, 155.98 cm, 66.85 kg
2, Male, Arunachal Pradesh, 8581478151, 146.12 cm, 72.93 kg
28, Male, Andhra Pradesh, 8741128828, 159.62 cm, 67.6 kg
25, Female, Gujarat, 8182533845, 165.48 cm, 65.93 kg
16, Male, Nagaland, 7575433162, 140.3 cm, 71.37 kg
22, Male, Uttar Pradesh, 8633585715, 171.63 cm, 63.42 kg
27, Male, Andhra Pradesh, 9626626614, 164.27 cm, 59.37 kg
49, Male, Telangana, 7457228556, 156.39 cm, 74.15 kg
72, Female, Uttar Pradesh, 7828444523, 162.05 cm, 77.94 kg
32, Male, Odisha, 9463463338, 160.61 cm, 68.7 kg
22, Male, Uttarakhand, 7211514574, 167.97 cm, 68.62 kg
56, Male, Assam, 7831758767, 149.49 cm, 69.13 kg
72, Male, Jharkhand, 9868274574, 175.34 cm, 69.41 kg
75, Female, Mizoram, 6181565443, 153.96 cm, 63.19 kg
10, Female, Odisha, 9755116861, 173.54 cm, 77.59 kg
24, Male, West Bengal, 9781456471, 149.96 cm, 72.92 kg
18, Female, Bihar, 8146615314, 162.97 cm, 74.62 kg
83, Male, Nagaland, 8483273484, 159.81 cm, 75.95 kg
54, Male, Meghalaya, 7534541118, 173.67 cm, 67.45 kg
46, Female, Chhattisgarh, 9571273361, 144.29 cm, 71.93 kg
19, Female, Sikkim, 9258363372, 171.35 cm, 74.71 kg
14, Female, Rajasthan, 6812373114, 158.25 cm, 70.78 kg
97, Female, Manipur, 6611257428, 152.42 cm, 68.6 kg
68, Male, Andhra Pradesh, 9575422467, 162.51 cm, 75.93 kg
90, Male, Uttarakhand, 9454264333, 165.48 cm, 72.4 kg
94, Male, Sikkim, 6837811237, 140.87 cm, 74.02 kg
40, Male, Karnataka, 9711776763, 169.64 cm, 67.25 kg
32, Female, Bihar, 9663168442, 158.96 cm, 82.92 kg
30, Female, Tamil Nadu, 8561447574, 173.44 cm, 66.1 kg
63, Male, Manipur, 7482665566, 155.83 cm, 77.09 kg
9, Female, West Bengal, 9377225544, 168.34 cm, 64.63 kg
21, Male, Odisha, 7828737877, 167.8 cm, 65.06 kg
98, Male, Jharkhand, 6132558563, 144.64 cm, 60.52 kg
3, Female, Bihar, 9486833883, 154.86 cm, 76.52 kg
39, Male, Meghalaya, 6218752417, 164.78 cm, 66.2 kg
8, Male, Telangana, 6281577182, 178.22 cm, 71.0 kg
28, Male, Bihar, 7322822328, 142.96 cm, 69.56 kg
79, Female, Tamil Nadu, 9636146658, 160.22 cm, 78.19 kg
13, Male, Arunachal Pradesh, 9548842235, 167.4 cm, 73.42 kg
22, Male, Maharashtra, 8345845531, 171.16 cm, 77.25 kg
28, Male, West Bengal, 6222185585, 161.68 cm, 75.25 kg
12, Female, Karnataka, 9314372167, 165.04 cm, 69.71 kg
99, Female, Manipur, 6522715226, 161.09 cm, 66.6 kg
35, Male, Andhra Pradesh, 7881763635, 150.8 cm, 68.5 kg
86, Female, Arunachal Pradesh, 9712638557, 147.78 cm, 70.09 kg
53, Female, Assam, 9171561864, 173.77 cm, 72.62 kg
5, Male, Arunachal Pradesh, 9751417426, 154.58 cm, 72.39 kg
55, Male, Himachal Pradesh, 9638456473, 122.95 cm, 70.37 kg
37, Male, Odisha, 6255262222, 148.79 cm, 59.9 kg
87, Female, Uttarakhand, 8537365522, 134.02 cm, 76.96 kg
16, Male, Rajasthan, 9541431262, 173.32 cm, 64.03 kg
70, Male, Madhya Pradesh, 9815663184, 161.28 cm, 67.7 kg
19, Male, Telangana, 8776547483, 135.68 cm, 66.25 kg
96, Male, Tripura, 6471552118, 168.49 cm, 78.32 kg
57, Male, Telangana, 7473268588, 157.06 cm, 66.17 kg
61, Female, Tripura, 7581665227, 158.96 cm, 68.2 kg
78, Male, Assam, 6133565486, 144.49 cm, 67.67 kg
82, Male, Haryana, 6444335683, 155.61 cm, 65.96 kg
6, Female, Haryana, 8313611688, 166.92 cm, 68.14 kg
55, Female, Uttar Pradesh, 8261537588, 167.28 cm, 67.28 kg
79, Male, Uttar Pradesh, 8637777783, 171.78 cm, 67.46 kg
12, Male, Tripura, 9568255155, 155.05 cm, 63.6 kg
73, Male, Himachal Pradesh, 7111563572, 145.93 cm, 68.45 kg
40, Female, Goa, 7433643775, 157.74 cm, 72.67 kg
75, Male, Jharkhand, 6183768537, 144.37 cm, 70.54 kg
4, Male, Mizoram, 6117714817, 148.56 cm, 78.1 kg
40, Male, Arunachal Pradesh, 9825178282, 143.94 cm, 60.95 kg
14, Male, Maharashtra, 6421666333, 171.71 cm, 66.51 kg
69, Female, Maharashtra, 6471723728, 162.13 cm, 69.13 kg
48, Male, Rajasthan, 9847844175, 148.45 cm, 70.37 kg
46, Female, Nagaland, 7844242317, 146.01 cm, 68.46 kg
52, Male, Sikkim, 7855444734, 153.63 cm, 74.95 kg
35, Female, Goa, 7241536356, 154.66 cm, 66.25 kg
69, Female, Bihar, 7248775328, 167.62 cm, 71.52 kg
10, Male, Manipur, 7388673677, 161.01 cm, 59.71 kg
73, Male, Goa, 7257854433, 161.14 cm, 68.96 kg
64, Female, Arunachal Pradesh, 6435884672, 160.05 cm, 70.89 kg
48, Male, West Bengal, 9727175123, 155.55 cm, 73.22 kg
32, Male, Haryana, 7511462716, 158.82 cm, 61.43 kg
58, Female, Goa, 9348116886, 143.19 cm, 69.13 kg
71, Male, Telangana, 8261451424, 169.58 cm, 81.65 kg
7, Male, Sikkim, 8261146511, 182.4 cm, 77.13 kg
89, Male, Telangana, 8163353871, 176.86 cm, 67.11 kg
84, Male, Uttarakhand, 6577387327, 155.48 cm, 67.65 kg
4, Male, Uttarakhand, 7868468148, 154.89 cm, 65.6 kg
12, Female, Uttar Pradesh, 6411421861, 171.0 cm, 65.06 kg
44, Female, Madhya Pradesh, 9245787372, 168.27 cm, 71.49 kg
28, Male, Maharashtra, 9486813541, 157.13 cm, 71.29 kg
58, Male, Punjab, 9431331117, 150.89 cm, 79.61 kg
31, Female, Madhya Pradesh, 9521453125, 155.66 cm, 66.17 kg
59, Male, Nagaland, 6616844717, 168.88 cm, 64.54 kg
83, Male, Bihar, 6528313865, 151.78 cm, 66.28 kg
70, Female, Odisha, 8785671727, 144.88 cm, 77.34 kg
21, Female, Madhya Pradesh, 7865652138, 158.11 cm, 72.6 kg
18, Male, Nagaland, 6366873428, 159.66 cm, 64.5 kg
31, Male, Rajasthan, 6387553771, 150.08 cm, 68.83 kg
18, Male, Punjab, 9143726421, 158.9 cm, 78.8 kg
87, Male, Chhattisgarh, 8752158675, 168.89 cm, 75.92 kg
96, Female, Manipur, 8381615628, 161.76 cm, 68.45 kg
22, Female, Kerala, 6587657648, 171.5 cm, 69.65 kg
41, Male, Tamil Nadu, 8445213818, 161.22 cm, 67.36 kg
2, Female, Kerala, 7445768153, 181.38 cm, 74.93 kg
45, Female, Haryana, 7522828481, 158.65 cm, 69.93 kg
77, Male, Andhra Pradesh, 6675844664, 162.68 cm, 70.76 kg
22, Male, Karnataka, 8287212345, 134.57 cm, 62.4 kg
31, Female, Odisha, 8333381461, 151.67 cm, 65.94 kg
22, Female, Madhya Pradesh, 8872272143, 148.51 cm, 69.28 kg
39, Female, Nagaland, 6278512311, 169.87 cm, 67.71 kg
91, Female, Goa, 8377375856, 157.34 cm, 65.74 kg
45, Male, Mizoram, 7555888323, 181.83 cm, 62.72 kg
18, Female, Uttarakhand, 6755433685, 178.32 cm, 70.61 kg
2, Female, Telangana, 6644546137, 165.12 cm, 73.85 kg
27, Male, Andhra Pradesh, 6312727827, 165.58 cm, 64.45 kg
12, Male, Rajasthan, 8737368245, 151.57 cm, 64.74 kg
74, Male, Punjab, 8753783417, 149.94 cm, 67.71 kg
70, Male, Uttarakhand, 7873368211, 163.58 cm, 75.75 kg
41, Male, Haryana, 6725851658, 145.81 cm, 71.25 kg
3, Male, Mizoram, 9311447246, 158.19 cm, 68.5 kg
72, Male, Andhra Pradesh, 8432471216, 149.41 cm, 70.43 kg
4, Female, Meghalaya, 9831144346, 168.77 cm, 73.51 kg
98, Female, Chhattisgarh, 8518684725, 162.67 cm, 70.81 kg
41, Male, Goa, 6742563764, 174.45 cm, 69.42 kg
29, Male, Arunachal Pradesh, 7583424273, 162.63 cm, 79.48 kg
78, Female, Assam, 8633565116, 162.14 cm, 66.97 kg
70, Female, Maharashtra, 8465235517, 153.22 cm, 67.29 kg
7, Male, Punjab, 6174111136, 141.56 cm, 66.56 kg
75, Female, Nagaland, 9766374128, 161.57 cm, 62.21 kg
33, Male, Goa, 6357537725, 151.37 cm, 76.38 kg
9, Male, West Bengal, 7256716864, 162.42 cm, 68.16 kg
38, Male, West Bengal, 7315748527, 153.66 cm, 70.48 kg
65, Male, West Bengal, 9144578157, 155.94 cm, 58.6 kg
32, Female, Maharashtra, 9165463232, 159.74 cm, 68.1 kg
68, Female, Madhya Pradesh, 7811347745, 154.88 cm, 73.89 kg
9, Male, Tripura, 9216273422, 162.18 cm, 70.2 kg
61, Female, Andhra Pradesh, 8768864621, 159.8 cm, 65.54 kg
35, Female, Kerala, 6681365147, 154.85 cm, 65.27 kg
75, Female, Manipur, 9437142126, 176.71 cm, 77.66 kg
82, Male, Madhya Pradesh, 9246648517, 155.25 cm, 63.44 kg
5, Female, Bihar, 7857585532, 157.35 cm, 62.73 kg
77, Female, Telangana, 9861866767, 142.57 cm, 76.77 kg
64, Female, Assam, 7733527537, 165.48 cm, 75.04 kg
38, Male, Bihar, 8272663633, 154.14 cm, 66.17 kg
50, Female, Punjab, 9156318326, 164.74 cm, 69.3 kg
62, Female, Punjab, 6413861681, 168.98 cm, 68.76 kg
55, Female, Kerala, 6482671238, 166.03 cm, 79.61 kg
96, Female, Meghalaya, 8766665524, 163.01 cm, 63.02 kg
58, Male, Kerala, 6756273321, 166.49 cm, 69.65 kg
65, Male, Kerala, 8871231465, 170.27 cm, 69.67 kg
38, Female, West Bengal, 8728676568, 163.2 cm, 75.49 kg
73, Female, Goa, 6128686735, 168.05 cm, 71.99 kg
74, Female, Tamil Nadu, 7632721222, 162.97 cm, 67.19 kg
11, Male, Rajasthan, 6611474277, 166.46 cm, 74.19 kg
94, Male, Assam, 8227842687, 143.61 cm, 65.04 kg
9, Female, Meghalaya, 6348868441, 153.88 cm, 64.3 kg
7, Female, Goa, 6227674674, 165.58 cm, 72.53 kg
24, Female, Madhya Pradesh, 6271453353, 154.79 cm, 69.48 kg
84, Male, Mizoram, 9785241824, 145.71 cm, 74.31 kg
44, Female, Meghalaya, 9728374647, 155.84 cm, 70.16 kg
42, Male, Sikkim, 6381621443, 169.84 cm, 65.8 kg
5, Female, Tamil Nadu, 9644738563, 166.18 cm, 74.44 kg
93, Male, Rajasthan, 7764241416, 154.66 cm, 75.74 kg
76, Female, Chhattisgarh, 9462736857, 177.07 cm, 68.29 kg
29, Male, Odisha, 8367112315, 181.2 cm, 66.82 kg
68, Male, Karnataka, 6582547447, 156.83 cm, 75.84 kg
84, Female, Bihar, 7867741486, 162.71 cm, 66.48 kg
17, Female, Nagaland, 9536171541, 160.72 cm, 66.5 kg
70, Male, Haryana, 6267656222, 148.08 cm, 71.79 kg
73, Male, Bihar, 9188667654, 155.01 cm, 68.5 kg
78, Female, West Bengal, 8347853381, 147.22 cm, 69.91 kg
86, Female, Gujarat, 8785166427, 176.03 cm, 63.37 kg
51, Male, Kerala, 8258882285, 168.48 cm, 62.98 kg
80, Female, Tripura, 6558463867, 164.13 cm, 83.95 kg
18, Female, Sikkim, 7624456174, 192.71 cm, 70.17 kg
7, Female, Mizoram, 6276645382, 177.04 cm, 67.32 kg
88, Male, Goa, 8515171147, 145.58 cm, 72.61 kg
12, Male, West Bengal, 6861268571, 152.71 cm, 69.15 kg
79, Female, Haryana, 7771146651, 154.96 cm, 65.39 kg
94, Female, Maharashtra, 6538415574, 163.88 cm, 66.73 kg
38, Female, Jharkhand, 9744326242, 171.05 cm, 69.38 kg
76, Female, Tamil Nadu, 8257427131, 152.83 cm, 77.33 kg
49, Male, Karnataka, 9834838713, 169.1 cm, 64.87 kg
39, Female, Manipur, 7216676368, 164.06 cm, 68.26 kg
74, Male, Kerala, 8277327212, 152.24 cm, 74.32 kg
53, Female, Kerala, 8641517152, 157.24 cm, 68.9 kg
64, Male, Maharashtra, 6381733212, 170.88 cm, 68.91 kg
89, Female, Mizoram, 9471755465, 163.38 cm, 61.99 kg
66, Male, Goa, 7433687365, 179.7 cm, 70.77 kg
39, Female, Odisha, 8774616451, 177.88 cm, 75.71 kg
73, Female, Telangana, 9486338645, 152.84 cm, 75.4 kg
80, Female, Uttar Pradesh, 6854554811, 161.27 cm, 67.38 kg
45, Female, Nagaland, 9223431814, 166.9 cm, 70.7 kg
23, Male, Assam, 9412151171, 167.6 cm, 67.61 kg
13, Male, Himachal Pradesh, 7833545267, 146.1 cm, 74.33 kg
20, Female, Tripura, 9482233152, 164.01 cm, 70.51 kg
17, Male, Kerala, 7153753156, 155.29 cm, 62.85 kg
8, Female, Uttar Pradesh, 9652163687, 154.63 cm, 71.26 kg
64, Male, Odisha, 7432641216, 160.54 cm, 69.21 kg
35, Male, Karnataka, 6567485427, 160.8 cm, 73.36 kg
9, Male, Arunachal Pradesh, 7443848636, 162.9 cm, 68.87 kg
95, Female, Telangana, 7787785858, 171.97 cm, 71.78 kg
63, Male, Telangana, 9656274653, 136.59 cm, 60.92 kg
3, Female, Nagaland, 7344786582, 144.71 cm, 81.62 kg
83, Male, Tripura, 7828517775, 156.58 cm, 66.32 kg
26, Male, Chhattisgarh, 8141614643, 157.39 cm, 73.73 kg
99, Female, Haryana, 9622362353, 154.27 cm, 79.92 kg
83, Female, Karnataka, 7312724623, 162.47 cm, 69.39 kg
27, Male, Rajasthan, 9221765635, 160.59 cm, 70.72 kg
78, Male, Sikkim, 8637368885, 152.29 cm, 73.11 kg
52, Female, West Bengal, 9374217181, 150.01 cm, 67.64 kg
34, Female, Nagaland, 7641121785, 163.46 cm, 76.8 kg
4, Male, Mizoram, 8835846461, 132.48 cm, 67.57 kg
92, Male, Jharkhand, 6262421825, 164.24 cm, 65.75 kg
40, Male, Manipur, 7554821477, 179.02 cm, 78.16 kg
77, Male, Gujarat, 6153534828, 160.96 cm, 65.49 kg
84, Male, Jharkhand, 9347563646, 149.39 cm, 70.18 kg
95, Male, Bihar, 8512231313, 145.6 cm, 72.68 kg
40, Male, Madhya Pradesh, 9683587863, 158.63 cm, 65.5 kg
86, Male, Manipur, 8715278887, 157.38 cm, 68.25 kg
28, Male, Karnataka, 8128548435, 169.43 cm, 67.39 kg
42, Male, Arunachal Pradesh, 7311653516, 174.79 cm, 73.95 kg
29, Female, Gujarat, 8558723365, 174.78 cm, 80.14 kg
9, Male, Punjab, 7833755821, 161.39 cm, 73.04 kg
15, Female, West Bengal, 8245838877, 152.88 cm, 63.6 kg
33, Female, Jharkhand, 8856657786, 158.22 cm, 70.91 kg
16, Female, Assam, 7374715633, 144.95 cm, 59.35 kg
92, Male, Meghalaya, 7567755573, 157.81 cm, 67.33 kg
5, Female, Assam, 8871571165, 163.18 cm, 74.06 kg
17, Male, Assam, 9137618345, 166.09 cm, 69.61 kg
93, Male, Punjab, 6473372423, 153.49 cm, 69.13 kg
60, Female, Tripura, 7214231581, 168.35 cm, 84.87 kg
33, Male, Karnataka, 8636627356, 162.56 cm, 70.15 kg
46, Female, Arunachal Pradesh, 6322318776, 155.6 cm, 78.55 kg
83, Female, Assam, 7237488717, 190.88 cm, 62.75 kg
47, Female, Gujarat, 6823344251, 164.42 cm, 67.49 kg
53, Male, Tamil Nadu, 8755655836, 153.79 cm, 69.67 kg
78, Male, Uttarakhand, 9443282444, 152.51 cm, 70.16 kg
2, Female, Uttar Pradesh, 8418832282, 167.21 cm, 73.29 kg
1, Male, Assam, 9638583461, 162.07 cm, 78.98 kg
49, Female, Goa, 8428152475, 166.69 cm, 73.07 kg
1, Female, Andhra Pradesh, 9151274465, 170.37 cm, 68.92 kg
11, Male, Arunachal Pradesh, 6528741118, 150.76 cm, 68.49 kg
70, Female, Meghalaya, 7775147282, 171.53 cm, 76.6 kg
98, Male, West Bengal, 8112636487, 150.22 cm, 65.0 kg
19, Female, Arunachal Pradesh, 8747333727, 162.45 cm, 69.28 kg
10, Male, West Bengal, 8565742411, 162.35 cm, 67.83 kg
51, Male, Madhya Pradesh, 7756185755, 167.68 cm, 72.33 kg
82, Female, Manipur, 7615557454, 157.09 cm, 68.7 kg
73, Female, Uttar Pradesh, 7311531175, 153.81 cm, 68.17 kg
84, Female, Maharashtra, 7438828636, 146.6 cm, 62.97 kg
56, Male, Manipur, 6266451721, 177.78 cm, 61.3 kg
31, Female, Assam, 6385614885, 161.57 cm, 57.89 kg
17, Female, Punjab, 9462588115, 169.22 cm, 65.02 kg
80, Male, Andhra Pradesh, 6134225337, 164.96 cm, 73.0 kg
1, Male, Odisha, 8211163237, 152.84 cm, 67.87 kg
97, Male, Uttarakhand, 8113776414, 161.51 cm, 68.57 kg
69, Male, Meghalaya, 8732468686, 152.45 cm, 68.35 kg
26, Female, Andhra Pradesh, 6616823714, 164.01 cm, 66.87 kg
53, Female, Uttarakhand, 9475111617, 161.18 cm, 75.08 kg
99, Male, Karnataka, 7153255424, 175.09 cm, 65.33 kg
70, Male, Karnataka, 7321557477, 148.53 cm, 64.36 kg
22, Male, Kerala, 7143131478, 152.31 cm, 72.16 kg
49, Male, Kerala, 9826524115, 158.1 cm, 63.81 kg
20, Male, Maharashtra, 7582634661, 153.63 cm, 68.9 kg
3, Male, Goa, 7378314658, 163.63 cm, 62.51 kg
56, Male, Nagaland, 8281761324, 161.5 cm, 69.19 kg
22, Male, West Bengal, 7734421184, 166.11 cm, 67.63 kg
73, Male, Tripura, 7753287318, 160.03 cm, 70.75 kg
56, Female, Tripura, 7175282615, 157.37 cm, 66.5 kg
19, Male, Madhya Pradesh, 8337414634, 144.53 cm, 66.95 kg
55, Female, Maharashtra, 6674854468, 173.91 cm, 75.61 kg
32, Male, Uttarakhand, 6176642855, 166.51 cm, 65.93 kg
32, Male, Himachal Pradesh, 7457371525, 145.82 cm, 76.52 kg
92, Female, Punjab, 6238665646, 163.04 cm, 69.72 kg
45, Male, Kerala, 9457888177, 149.24 cm, 69.84 kg
85, Male, Kerala, 8166186727, 143.23 cm, 67.63 kg
87, Male, Maharashtra, 6245225334, 157.12 cm, 65.88 kg
89, Female, Goa, 7316888627, 169.8 cm, 77.15 kg
75, Male, Uttarakhand, 9751214631, 170.13 cm, 75.28 kg
42, Female, Chhattisgarh, 7482723844, 156.27 cm, 70.6 kg
96, Male, Manipur, 9246654127, 160.31 cm, 75.49 kg
63, Male, Meghalaya, 6367185724, 159.41 cm, 77.3 kg
24, Male, Karnataka, 9563235318, 157.26 cm, 66.21 kg
3, Female, Jharkhand, 6462874868, 173.74 cm, 72.23 kg
10, Male, Madhya Pradesh, 6587527426, 159.45 cm, 71.0 kg
85, Female, Jharkhand, 6868856136, 140.48 cm, 72.43 kg
36, Female, West Bengal, 7777383116, 160.57 cm, 69.08 kg
32, Male, Andhra Pradesh, 8185888838, 147.99 cm, 70.92 kg
99, Male, Karnataka, 9414135412, 148.01 cm, 68.0 kg
16, Male, Rajasthan, 8613275533, 148.45 cm, 67.28 kg
68, Male, Rajasthan, 9426541515, 159.3 cm, 66.97 kg
10, Female, Mizoram, 8486462388, 153.35 cm, 74.12 kg
18, Male, Andhra Pradesh, 8574357581, 161.38 cm, 75.16 kg
49, Male, Himachal Pradesh, 9824836816, 159.7 cm, 71.76 kg
86, Male, Punjab, 6354614327, 171.13 cm, 68.81 kg
63, Male, Maharashtra, 7121664111, 161.46 cm, 67.36 kg
17, Female, Kerala, 6431326216, 151.15 cm, 59.28 kg
41, Male, Arunachal Pradesh, 7863232453, 186.69 cm, 77.01 kg
2, Male, Jharkhand, 6458846554, 162.35 cm, 69.02 kg
57, Female, Meghalaya, 8362528664, 164.45 cm, 86.4 kg
28, Male, Tripura, 9344247843, 172.83 cm, 65.29 kg
87, Male, Chhattisgarh, 7462163681, 159.58 cm, 58.86 kg
76, Male, Jharkhand, 8337281817, 174.19 cm, 67.22 kg
84, Female, Mizoram, 7667215565, 176.07 cm, 75.2 kg
50, Male, West Bengal, 8563133182, 165.48 cm, 71.31 kg
20, Male, Sikkim, 6257873878, 162.84 cm, 66.89 kg
36, Female, Karnataka, 8342267387, 151.48 cm, 70.39 kg
54, Male, Assam, 8767627387, 156.64 cm, 67.52 kg
44, Female, Gujarat, 7526734752, 176.71 cm, 64.56 kg
77, Male, Manipur, 7364477513, 177.95 cm, 79.88 kg
31, Female, Madhya Pradesh, 7516841773, 156.95 cm, 67.54 kg
54, Male, Chhattisgarh, 7162563333, 156.03 cm, 67.71 kg
46, Male, Punjab, 8744832124, 178.28 cm, 70.45 kg
13, Female, Tamil Nadu, 9832135484, 146.27 cm, 70.19 kg
63, Female, Manipur, 8333165457, 172.56 cm, 68.93 kg
75, Female, Sikkim, 9421853352, 152.91 cm, 76.85 kg
53, Male, Telangana, 6358243532, 182.66 cm, 67.43 kg
87, Female, Rajasthan, 6628137526, 164.97 cm, 72.82 kg
19, Male, Tamil Nadu, 8165151477, 157.31 cm, 76.46 kg
96, Female, Maharashtra, 8833283472, 145.96 cm, 66.15 kg
7, Female, West Bengal, 6613577534, 153.41 cm, 64.23 kg
14, Male, Uttar Pradesh, 8173416133, 147.33 cm, 73.52 kg
16, Female, West Bengal, 9326213658, 152.5 cm, 69.33 kg
9, Female, Tripura, 8788882187, 140.82 cm, 80.38 kg
48, Male, Punjab, 7823571453, 142.59 cm, 68.06 kg
60, Female, Gujarat, 6538816753, 147.32 cm, 73.23 kg
24, Male, Madhya Pradesh, 9884147333, 180.76 cm, 69.86 kg
36, Male, Jharkhand, 9717337746, 158.35 cm, 72.37 kg
17, Female, Tripura, 6741637234, 143.9 cm, 75.22 kg
53, Female, Assam, 8546442256, 169.77 cm, 69.68 kg
3, Male, Maharashtra, 8815836376, 142.54 cm, 66.19 kg
2, Female, Maharashtra, 8318743346, 163.69 cm, 69.22 kg
73, Female, Chhattisgarh, 7117322446, 157.56 cm, 64.0 kg
21, Male, Telangana, 9151417825, 172.98 cm, 68.06 kg
22, Female, Kerala, 9417441452, 143.5 cm, 75.97 kg
95, Female, Andhra Pradesh, 9141284411, 174.58 cm, 70.6 kg
10, Female, Andhra Pradesh, 6654312568, 167.22 cm, 66.38 kg
50, Female, Assam, 8234653638, 156.48 cm, 84.18 kg
35, Female, Madhya Pradesh, 6132685464, 149.08 cm, 69.1 kg
22, Female, Rajasthan, 9254642715, 142.4 cm, 75.61 kg
44, Female, Punjab, 6121137422, 150.68 cm, 73.79 kg
51, Male, Sikkim, 7413118542, 175.18 cm, 74.5 kg
86, Male, Haryana, 7115371438, 163.73 cm, 69.52 kg
36, Male, Gujarat, 6168747474, 149.73 cm, 69.22 kg
18, Male, Punjab, 8563726654, 164.96 cm, 75.28 kg
34, Female, Odisha, 9255466668, 167.55 cm, 74.23 kg
68, Female, Goa, 7537682328, 150.08 cm, 61.4 kg
31, Male, Uttar Pradesh, 8858824765, 155.13 cm, 68.88 kg
79, Male, Tamil Nadu, 9364814685, 178.42 cm, 79.3 kg
70, Male, West Bengal, 6524225873, 162.52 cm, 68.59 kg
41, Female, Sikkim, 8176263875, 159.09 cm, 62.6 kg
5, Female, West Bengal, 9322152182, 155.92 cm, 67.58 kg
96, Male, West Bengal, 6633436528, 185.17 cm, 64.37 kg
62, Male, Assam, 8122245533, 157.71 cm, 78.25 kg
4, Male, Tripura, 7144455873, 164.2 cm, 67.15 kg
42, Male, Maharashtra, 9736361841, 154.12 cm, 70.62 kg
13, Female, Uttar Pradesh, 8464228686, 182.28 cm, 67.01 kg
20, Male, Nagaland, 8548511126, 179.15 cm, 66.85 kg
96, Male, Punjab, 9786436278, 164.93 cm, 65.93 kg
82, Male, Andhra Pradesh, 8387646411, 156.37 cm, 69.66 kg
64, Male, Gujarat, 7382168157, 154.88 cm, 66.16 kg
42, Male, Arunachal Pradesh, 9414841664, 170.63 cm, 67.89 kg
88, Male, Odisha, 7626364248, 160.83 cm, 76.75 kg
8, Male, Meghalaya, 8885223187, 152.05 cm, 72.53 kg
84, Female, Rajasthan, 7188217358, 147.88 cm, 73.55 kg
76, Female, Kerala, 7524438646, 159.68 cm, 61.76 kg
25, Male, Kerala, 6883352117, 164.6 cm, 55.8 kg
76, Male, Telangana, 7575441238, 157.34 cm, 73.94 kg
53, Female, Assam, 9773663688, 157.45 cm, 73.05 kg
65, Male, Odisha, 9227557836, 148.39 cm, 71.62 kg
65, Female, Himachal Pradesh, 8371375521, 168.6 cm, 67.29 kg
50, Female, Haryana, 7247347828, 170.84 cm, 67.64 kg
15, Female, Gujarat, 9412187566, 159.3 cm, 67.34 kg
17, Male, Tamil Nadu, 8428682112, 173.8 cm, 70.32 kg
19, Male, Tripura, 9877367412, 159.8 cm, 72.4 kg
24, Male, Goa, 9862713425, 152.33 cm, 64.81 kg
84, Female, Bihar, 6476724448, 153.38 cm, 70.43 kg
51, Male, Bihar, 6648263382, 147.63 cm, 79.91 kg
60, Male, Sikkim, 9735611151, 148.19 cm, 76.74 kg
76, Male, Gujarat, 9866556235, 165.0 cm, 74.48 kg
76, Female, Maharashtra, 7158365844, 161.85 cm, 71.37 kg
40, Male, Haryana, 7782124581, 164.17 cm, 63.73 kg
49, Female, Karnataka, 6162761581, 155.89 cm, 68.81 kg
